po_line_id,po_number,supplier_id,part_id,plant_id,source_id,order_date,requested_date,promised_date,qty_ordered,unit_price,currency
POL0015287,4502184,S0060,PN00132,P500,SRC000395,2026-03-12,2026-05-06,2026-05-06,85,20.43,USD
POL0015288,4502184,S0033,PN00113,P400,SRC000336,2025-01-22,2025-03-01,2025-03-01,214,54.12,USD
POL0015289,4502185,S0055,PN00138,P300,SRC000419,2026-01-11,2026-02-26,2026-02-26,500,5.81,USD
POL0015290,4502185,S0013,PN00021,P300,SRC000065,2025-11-22,2025-11-29,2025-12-01,100,25.69,USD
POL0015291,4502185,S0056,PN00223,P100,SRC000683,2026-02-04,2026-03-30,2026-04-04,110,8.4,USD
POL0015292,4502185,S0052,PN00296,P400,SRC000937,2025-11-20,2025-12-05,2025-12-05,218,61.65,USD
POL0015293,4502185,S0029,PN00211,P600,SRC000644,2025-11-01,2026-01-04,2026-01-04,500,27.83,USD
POL0015294,4502185,S0053,PN00165,P300,SRC000502,2025-01-04,2025-03-16,2025-03-16,500,182.24,USD
POL0015295,4502185,S0029,PN00133,P600,SRC000399,2025-12-07,2026-02-15,2026-02-15,104,19.22,USD
POL0015296,4502186,S0049,PN00012,P200,SRC000033,2026-03-28,2026-06-11,2026-06-11,500,41.75,USD
POL0015297,4502186,S0025,PN00309,P500,SRC000989,2025-12-23,2026-01-28,2026-01-28,100,11.47,USD
POL0015298,4502186,S0030,PN00385,P600,SRC001197,2025-01-22,2025-03-01,2025-03-01,106,142.57,USD
POL0015299,4502186,S0014,PN00283,P500,SRC000896,2025-04-01,2025-06-07,2025-06-09,500,6.76,USD
POL0015300,4502186,S0057,PN00293,P400,SRC000930,2025-10-22,2025-11-01,2025-11-01,81,54.43,USD
POL0015301,4502186,S0053,PN00022,P600,SRC000066,2025-09-07,2025-10-15,2025-10-20,575,114.81,USD
POL0015302,4502186,S0051,PN00170,P600,SRC000511,2025-11-21,2026-01-17,2026-01-17,132,5.97,USD
POL0015303,4502187,S0013,PN00279,P600,SRC000882,2026-02-07,2026-02-24,2026-03-01,500,36.14,USD
POL0015304,4502187,S0015,PN00246,P400,SRC000766,2026-02-17,2026-03-26,2026-03-26,56,7.74,USD
POL0015305,4502187,S0022,PN00172,P100,SRC000518,2025-02-09,2025-03-13,2025-03-13,500,33.01,USD
POL0015306,4502187,S0056,PN00179,P200,SRC000535,2025-07-27,2025-08-16,2025-08-21,100,15.28,USD
POL0015307,4502187,S0026,PN00044,P100,SRC000131,2025-07-26,2025-09-28,2025-09-30,100,15.98,USD
POL0015308,4502187,S0047,PN00215,P300,SRC000657,2025-03-23,2025-06-05,2025-06-10,67,7.0,USD
POL0015309,4502187,S0047,PN00393,P300,SRC001217,2025-08-25,2025-10-14,2025-10-14,500,58.91,USD
POL0015310,4502188,S0049,PN00085,P300,SRC000256,2025-03-27,2025-05-08,2025-05-10,85,62.79,USD
POL0015311,4502188,S0043,PN00034,P200,SRC000100,2025-10-19,2025-10-31,2025-10-31,23,12.39,USD
POL0015312,4502188,S0045,PN00207,P300,SRC000636,2025-05-14,2025-06-27,2025-06-27,125,153.99,USD
POL0015313,4502188,S0005,PN00266,P400,SRC000834,2025-11-10,2025-11-25,2025-11-25,62,65.69,USD
POL0015314,4502188,S0016,PN00155,P500,SRC000468,2025-05-11,2025-06-01,2025-06-01,146,38.6,USD
POL0015315,4502188,S0010,PN00113,P400,SRC000334,2025-10-13,2025-11-22,2025-11-27,500,52.83,USD
POL0015316,4502188,S0056,PN00223,P600,SRC000686,2025-02-12,2025-04-22,2025-04-27,100,6.94,USD
POL0015317,4502189,S0026,PN00186,P300,SRC000563,2025-09-25,2025-10-31,2025-10-31,45,76.57,USD
POL0015318,4502189,S0009,PN00130,P500,SRC000392,2025-10-23,2025-12-11,2025-12-11,122,16.72,USD
POL0015319,4502189,S0035,PN00095,P300,SRC000284,2025-05-30,2025-06-13,2025-06-13,500,13.03,USD
POL0015320,4502189,S0013,PN00279,P400,SRC000879,2025-01-18,2025-01-27,2025-02-01,500,35.86,USD
POL0015321,4502189,S0058,PN00248,P100,SRC000772,2025-07-30,2025-08-20,2025-08-20,500,121.19,USD
POL0015322,4502189,S0011,PN00125,P200,SRC000378,2025-05-22,2025-07-16,2025-07-21,341,31.13,USD
POL0015323,4502189,S0034,PN00332,P300,SRC001050,2025-07-29,2025-09-30,2025-09-30,103,73.92,USD
POL0015324,4502190,S0007,PN00370,P200,SRC001143,2025-07-26,2025-10-06,2025-10-08,131,25.24,USD
POL0015325,4502190,S0040,PN00345,P400,SRC001078,2025-08-08,2025-10-12,2025-10-12,100,17.77,USD
POL0015326,4502190,S0020,PN00117,P600,SRC000347,2025-08-10,2025-09-17,2025-09-17,66,31.53,USD
POL0015327,4502190,S0033,PN00373,P300,SRC001158,2025-08-18,2025-10-31,2025-11-02,500,76.85,USD
POL0015328,4502190,S0046,PN00162,P200,SRC000489,2025-10-20,2025-11-21,2025-11-21,362,37.44,USD
POL0015329,4502190,S0001,PN00064,P400,SRC000200,2025-01-05,2025-01-22,2025-01-22,53,11.27,USD
POL0015330,4502190,S0008,PN00077,P200,SRC000234,2025-07-05,2025-09-01,2025-09-01,10,25.2,USD
POL0015331,4502191,S0041,PN00174,P100,SRC000522,2025-03-23,2025-06-06,2025-06-06,50,7.87,USD
POL0015332,4502191,S0036,PN00013,P100,SRC000042,2025-11-29,2025-12-30,2025-12-30,218,124.84,USD
POL0015333,4502191,S0009,PN00289,P600,SRC000912,2025-10-04,2025-10-18,2025-10-18,159,72.03,USD
POL0015334,4502191,S0005,PN00109,P300,SRC000323,2025-04-18,2025-05-01,2025-05-01,159,17.52,USD
POL0015335,4502191,S0057,PN00353,P400,SRC001093,2025-03-04,2025-03-13,2025-03-13,542,24.45,USD
POL0015336,4502191,S0033,PN00265,P300,SRC000831,2025-07-10,2025-09-08,2025-09-10,100,70.45,USD
POL0015337,4502191,S0046,PN00018,P100,SRC000055,2025-01-21,2025-04-02,2025-04-02,100,13.97,USD
POL0015338,4502192,S0045,PN00207,P300,SRC000636,2025-09-16,2025-10-30,2025-10-30,128,154.45,USD
POL0015339,4502192,S0049,PN00396,P500,SRC001223,2025-11-13,2026-01-01,2026-01-03,100,31.03,USD
POL0015340,4502192,S0014,PN00205,P100,SRC000631,2025-12-15,2025-12-26,2025-12-28,100,5.98,USD
POL0015341,4502192,S0031,PN00076,P300,SRC000232,2025-08-27,2025-10-09,2025-10-09,163,4.14,USD
POL0015342,4502192,S0010,PN00054,P100,SRC000167,2025-10-10,2025-11-09,2025-11-14,100,12.07,USD
POL0015343,4502192,S0005,PN00028,P300,SRC000079,2025-12-03,2025-12-21,2025-12-23,21,25.79,USD
POL0015344,4502192,S0041,PN00340,P200,SRC001065,2025-02-15,2025-02-26,2025-02-28,275,115.34,USD
POL0015345,4502193,S0021,PN00360,P500,SRC001106,2026-02-14,2026-03-24,2026-03-24,193,15.7,USD
POL0015346,4502193,S0031,PN00076,P300,SRC000232,2025-01-25,2025-03-09,2025-03-09,143,4.23,USD
POL0015347,4502193,S0043,PN00382,P400,SRC001191,2025-04-19,2025-05-30,2025-05-30,500,64.06,USD
POL0015348,4502193,S0058,PN00257,P300,SRC000805,2025-08-11,2025-09-24,2025-09-24,48,36.44,USD
POL0015349,4502193,S0029,PN00237,P400,SRC000737,2025-11-01,2025-12-24,2025-12-24,124,21.97,USD
POL0015350,4502193,S0034,PN00084,P100,SRC000254,2025-12-02,2026-02-01,2026-02-01,189,165.35,USD
POL0015351,4502193,S0042,PN00226,P400,SRC000698,2025-06-07,2025-06-28,2025-07-03,500,13.79,USD
POL0015352,4502194,S0048,PN00181,P500,SRC000549,2025-01-20,2025-04-03,2025-04-03,386,15.04,USD
POL0015353,4502194,S0026,PN00371,P300,SRC001149,2025-02-03,2025-03-18,2025-03-23,84,34.86,USD
POL0015354,4502194,S0018,PN00051,P600,SRC000151,2025-10-03,2025-11-25,2025-11-27,100,11.64,USD
POL0015355,4502194,S0033,PN00380,P100,SRC001183,2025-11-12,2026-01-21,2026-01-26,222,45.59,USD
POL0015356,4502194,S0011,PN00020,P600,SRC000060,2025-02-21,2025-03-07,2025-03-07,151,11.99,USD
POL0015357,4502194,S0048,PN00067,P200,SRC000215,2026-02-10,2026-04-15,2026-04-17,141,8.31,USD
POL0015358,4502194,S0018,PN00272,P400,SRC000853,2025-07-29,2025-09-10,2025-09-15,100,13.44,USD
POL0015359,4502195,S0052,PN00296,P500,SRC000941,2025-12-27,2026-02-08,2026-02-08,500,63.6,USD
POL0015360,4502195,S0058,PN00231,P200,SRC000718,2025-04-28,2025-06-20,2025-06-20,240,16.18,USD
POL0015361,4502195,S0004,PN00063,P300,SRC000195,2025-07-06,2025-09-13,2025-09-13,144,91.8,USD
POL0015362,4502195,S0025,PN00008,P300,SRC000023,2025-12-25,2026-01-09,2026-01-09,177,174.37,USD
POL0015363,4502195,S0033,PN00187,P200,SRC000570,2025-11-03,2025-11-12,2025-11-14,292,17.07,USD
POL0015364,4502195,S0025,PN00376,P100,SRC001169,2025-01-08,2025-03-12,2025-03-12,500,38.83,USD
POL0015365,4502195,S0055,PN00129,P500,SRC000389,2025-12-23,2026-01-24,2026-01-24,100,9.15,USD
POL0015366,4502196,S0032,PN00239,P600,SRC000743,2025-02-25,2025-04-04,2025-04-06,500,15.37,USD
POL0015367,4502196,S0008,PN00037,P400,SRC000110,2025-06-08,2025-07-29,2025-07-31,100,20.79,USD
POL0015368,4502196,S0026,PN00043,P600,SRC000128,2025-07-01,2025-08-29,2025-08-29,456,89.03,USD
POL0015369,4502196,S0031,PN00237,P600,SRC000740,2025-08-06,2025-09-27,2025-09-29,77,22.72,USD
POL0015370,4502196,S0016,PN00134,P200,SRC000403,2025-07-20,2025-08-29,2025-09-03,162,91.81,USD
POL0015371,4502196,S0053,PN00335,P300,SRC001057,2025-08-06,2025-09-12,2025-09-17,104,16.0,USD
POL0015372,4502196,S0042,PN00228,P600,SRC000706,2025-11-01,2025-11-15,2025-11-15,163,6.21,USD
POL0015373,4502197,S0006,PN00255,P400,SRC000796,2025-03-12,2025-04-26,2025-04-28,50,92.34,USD
POL0015374,4502197,S0035,PN00288,P300,SRC000910,2026-03-31,2026-04-15,2026-04-15,100,21.92,USD
POL0015375,4502197,S0032,PN00239,P200,SRC000747,2025-08-15,2025-10-16,2025-10-16,215,15.46,USD
POL0015376,4502197,S0036,PN00279,P400,SRC000877,2025-07-12,2025-09-10,2025-09-12,100,39.16,USD
POL0015377,4502197,S0016,PN00367,P100,SRC001131,2025-03-23,2025-05-15,2025-05-17,100,18.3,USD
POL0015378,4502197,S0036,PN00035,P200,SRC000102,2025-10-23,2025-11-29,2025-11-29,50,14.77,USD
POL0015379,4502197,S0019,PN00027,P500,SRC000078,2025-12-02,2025-12-10,2025-12-10,270,229.93,USD
POL0015380,4502198,S0033,PN00380,P100,SRC001183,2026-03-09,2026-05-18,2026-05-18,55,45.31,USD
POL0015381,4502198,S0016,PN00222,P100,SRC000680,2026-01-26,2026-03-27,2026-03-29,216,72.52,USD
POL0015382,4502198,S0004,PN00261,P300,SRC000818,2025-10-05,2025-12-02,2025-12-07,50,48.9,USD
POL0015383,4502198,S0035,PN00288,P200,SRC000911,2025-05-19,2025-07-08,2025-07-13,500,20.32,USD
POL0015384,4502198,S0050,PN00123,P300,SRC000372,2025-12-05,2026-01-22,2026-01-22,144,29.34,USD
POL0015385,4502198,S0040,PN00115,P500,SRC000339,2026-01-22,2026-03-27,2026-03-27,158,159.16,USD
POL0015386,4502198,S0002,PN00105,P100,SRC000304,2026-01-16,2026-01-31,2026-02-02,500,55.2,USD
POL0015387,4502199,S0044,PN00342,P600,SRC001071,2025-10-02,2025-12-11,2025-12-11,182,36.8,USD
POL0015388,4502199,S0043,PN00323,P500,SRC001020,2025-06-23,2025-07-25,2025-07-27,237,149.17,USD
POL0015389,4502199,S0028,PN00303,P200,SRC000968,2025-03-13,2025-04-17,2025-04-19,50,23.85,USD
POL0015390,4502199,S0059,PN00121,P300,SRC000361,2025-04-03,2025-04-19,2025-04-19,13,49.17,USD
POL0015391,4502199,S0045,PN00009,P300,SRC000024,2025-07-04,2025-08-13,2025-08-13,60,33.25,USD
POL0015392,4502199,S0057,PN00324,P300,SRC001021,2025-01-22,2025-02-05,2025-02-10,251,24.99,USD
POL0015393,4502199,S0035,PN00251,P200,SRC000786,2025-08-31,2025-10-16,2025-10-21,36,26.49,USD
POL0015394,4502200,S0045,PN00053,P600,SRC000162,2026-03-11,2026-05-24,2026-05-24,109,94.03,USD
POL0015395,4502200,S0027,PN00038,P500,SRC000115,2025-06-29,2025-08-08,2025-08-08,92,24.69,USD
POL0015396,4502200,S0026,PN00186,P500,SRC000567,2026-03-21,2026-05-20,2026-05-22,255,74.62,USD
POL0015397,4502200,S0030,PN00385,P600,SRC001197,2025-05-09,2025-06-16,2025-06-16,268,137.14,USD
POL0015398,4502200,S0015,PN00120,P100,SRC000356,2025-02-27,2025-03-06,2025-03-11,25,29.84,USD
POL0015399,4502200,S0007,PN00370,P500,SRC001142,2026-03-15,2026-05-21,2026-05-26,500,29.6,USD
POL0015400,4502200,S0050,PN00123,P400,SRC000373,2025-09-04,2025-10-08,2025-10-10,100,26.77,USD
POL0015401,4502201,S0005,PN00249,P400,SRC000774,2025-03-10,2025-03-30,2025-04-04,53,29.38,USD
POL0015402,4502201,S0053,PN00022,P600,SRC000066,2026-03-22,2026-04-29,2026-04-29,70,119.64,USD
POL0015403,4502201,S0018,PN00169,P300,SRC000509,2025-10-30,2025-12-05,2025-12-05,57,4.48,USD
POL0015404,4502201,S0049,PN00318,P300,SRC001006,2025-07-29,2025-09-27,2025-09-27,95,60.25,USD
POL0015405,4502201,S0047,PN00070,P200,SRC000220,2026-01-18,2026-02-05,2026-02-05,500,55.4,USD
POL0015406,4502201,S0055,PN00297,P400,SRC000943,2025-05-16,2025-06-20,2025-06-20,133,73.85,USD
POL0015407,4502201,S0056,PN00011,P400,SRC000030,2025-01-01,2025-03-08,2025-03-08,54,56.97,USD
POL0015408,4502202,S0025,PN00262,P200,SRC000822,2025-08-16,2025-10-27,2025-10-27,448,5.48,USD
POL0015409,4502202,S0059,PN00276,P100,SRC000862,2025-05-28,2025-07-28,2025-07-30,255,38.99,USD
POL0015410,4502202,S0019,PN00058,P400,SRC000180,2025-09-19,2025-11-28,2025-11-28,105,18.89,USD
POL0015411,4502202,S0013,PN00094,P300,SRC000280,2026-01-24,2026-02-01,2026-02-01,100,64.87,USD
POL0015412,4502202,S0038,PN00079,P200,SRC000239,2025-08-04,2025-08-19,2025-08-21,100,23.07,USD
POL0015413,4502202,S0040,PN00331,P600,SRC001043,2026-01-30,2026-03-28,2026-03-28,71,16.67,USD
POL0015414,4502202,S0019,PN00395,P500,SRC001220,2025-09-09,2025-09-17,2025-09-22,184,121.14,USD
POL0015415,4502203,S0005,PN00238,P200,SRC000741,2026-03-13,2026-05-05,2026-05-05,66,16.21,USD
POL0015416,4502203,S0022,PN00002,P300,SRC000006,2025-09-26,2025-11-21,2025-11-21,100,31.37,USD
POL0015417,4502203,S0045,PN00017,P400,SRC000051,2025-07-29,2025-09-22,2025-09-24,79,35.08,USD
POL0015418,4502203,S0021,PN00073,P600,SRC000226,2025-11-12,2026-01-20,2026-01-20,79,106.16,USD
POL0015419,4502203,S0006,PN00338,P100,SRC001061,2025-11-14,2025-11-25,2025-11-25,83,21.77,USD
POL0015420,4502203,S0016,PN00134,P200,SRC000403,2025-01-04,2025-02-13,2025-02-18,99,94.17,USD
POL0015421,4502203,S0029,PN00023,P500,SRC000068,2025-01-20,2025-03-22,2025-03-22,181,3.47,USD
POL0015422,4502204,S0013,PN00182,P200,SRC000552,2026-01-29,2026-03-26,2026-03-26,100,20.85,USD
POL0015423,4502204,S0008,PN00122,P200,SRC000366,2025-01-26,2025-03-11,2025-03-11,253,67.93,USD
POL0015424,4502204,S0044,PN00199,P400,SRC000616,2025-06-03,2025-07-23,2025-07-28,41,177.42,USD
POL0015425,4502204,S0035,PN00095,P300,SRC000284,2025-12-24,2026-01-07,2026-01-12,500,13.12,USD
POL0015426,4502204,S0058,PN00056,P400,SRC000173,2025-04-26,2025-05-30,2025-05-30,50,28.19,USD
POL0015427,4502204,S0034,PN00087,P500,SRC000262,2025-10-07,2025-10-17,2025-10-17,500,127.31,USD
POL0015428,4502204,S0001,PN00245,P200,SRC000762,2025-03-01,2025-04-12,2025-04-17,161,0.87,USD
POL0015429,4502205,S0006,PN00257,P300,SRC000803,2025-08-30,2025-09-29,2025-09-29,145,38.32,USD
POL0015430,4502205,S0026,PN00186,P400,SRC000565,2026-03-31,2026-05-12,2026-05-12,100,67.04,USD
POL0015431,4502205,S0058,PN00056,P100,SRC000175,2026-03-30,2026-04-10,2026-04-15,46,28.93,USD
POL0015432,4502205,S0057,PN00202,P400,SRC000627,2025-07-10,2025-07-19,2025-07-24,148,66.6,USD
POL0015433,4502205,S0001,PN00143,P400,SRC000432,2025-03-30,2025-04-07,2025-04-07,50,20.29,USD
POL0015434,4502205,S0050,PN00208,P200,SRC000638,2025-12-10,2025-12-27,2025-12-27,500,49.31,USD
POL0015435,4502205,S0028,PN00306,P400,SRC000979,2025-11-05,2025-11-12,2025-11-12,500,416.73,USD
POL0015436,4502206,S0046,PN00116,P600,SRC000340,2025-01-26,2025-02-07,2025-02-09,21,32.95,USD
POL0015437,4502206,S0001,PN00064,P200,SRC000197,2025-09-22,2025-12-05,2025-12-07,155,11.46,USD
POL0015438,4502206,S0034,PN00151,P400,SRC000452,2026-02-22,2026-04-25,2026-04-25,147,41.24,USD
POL0015439,4502206,S0016,PN00325,P300,SRC001026,2025-08-29,2025-10-30,2025-10-30,69,29.11,USD
POL0015440,4502206,S0014,PN00040,P200,SRC000121,2025-01-17,2025-02-27,2025-02-27,500,31.64,USD
POL0015441,4502206,S0027,PN00005,P100,SRC000014,2025-08-04,2025-10-12,2025-10-12,78,6.62,USD
POL0015442,4502206,S0047,PN00393,P300,SRC001217,2025-02-24,2025-04-15,2025-04-15,500,60.67,USD
POL0015443,4502207,S0025,PN00309,P500,SRC000989,2026-02-03,2026-03-11,2026-03-11,100,12.12,USD
POL0015444,4502207,S0014,PN00205,P100,SRC000631,2025-03-11,2025-03-22,2025-03-27,100,6.18,USD
POL0015445,4502207,S0023,PN00352,P500,SRC001091,2025-08-26,2025-09-28,2025-09-28,44,12.51,USD
POL0015446,4502207,S0034,PN00227,P100,SRC000703,2025-04-14,2025-05-26,2025-05-26,61,96.67,USD
POL0015447,4502207,S0056,PN00188,P500,SRC000571,2025-09-18,2025-11-15,2025-11-15,70,15.46,USD
POL0015448,4502207,S0010,PN00082,P500,SRC000251,2025-02-12,2025-03-29,2025-03-29,130,5.26,USD
POL0015449,4502207,S0014,PN00250,P400,SRC000785,2025-03-28,2025-06-10,2025-06-10,100,10.15,USD
POL0015450,4502208,S0029,PN00237,P400,SRC000737,2026-03-12,2026-05-04,2026-05-09,100,21.49,USD
POL0015451,4502208,S0030,PN00032,P600,SRC000096,2025-03-21,2025-05-09,2025-05-11,500,21.06,USD
POL0015452,4502208,S0055,PN00100,P400,SRC000296,2025-05-15,2025-06-22,2025-06-27,53,21.3,USD
POL0015453,4502208,S0043,PN00034,P500,SRC000099,2025-11-13,2025-12-20,2025-12-20,203,11.12,USD
POL0015454,4502208,S0016,PN00341,P400,SRC001069,2025-08-23,2025-10-12,2025-10-14,38,11.78,USD
POL0015455,4502208,S0039,PN00078,P500,SRC000236,2025-01-28,2025-03-30,2025-04-01,237,48.24,USD
POL0015456,4502208,S0033,PN00380,P300,SRC001185,2025-01-29,2025-04-07,2025-04-07,111,39.34,USD
POL0015457,4502209,S0040,PN00345,P400,SRC001078,2025-01-17,2025-03-23,2025-03-23,100,18.55,USD
POL0015458,4502209,S0051,PN00153,P200,SRC000463,2025-09-10,2025-09-23,2025-09-25,500,114.5,USD
POL0015459,4502209,S0053,PN00220,P600,SRC000672,2025-02-04,2025-04-06,2025-04-08,71,6.94,USD
POL0015460,4502209,S0039,PN00078,P500,SRC000236,2025-05-29,2025-07-29,2025-07-29,123,48.28,USD
POL0015461,4502209,S0042,PN00306,P400,SRC000980,2025-08-02,2025-08-23,2025-08-28,50,431.95,USD
POL0015462,4502209,S0034,PN00379,P600,SRC001181,2025-05-02,2025-07-12,2025-07-12,41,48.0,USD
POL0015463,4502209,S0048,PN00001,P400,SRC000003,2025-05-17,2025-07-11,2025-07-11,500,30.51,USD
POL0015464,4502210,S0002,PN00107,P500,SRC000311,2025-04-30,2025-06-04,2025-06-04,500,72.96,USD
POL0015465,4502210,S0042,PN00226,P500,SRC000699,2025-10-30,2025-12-08,2025-12-13,100,15.07,USD
POL0015466,4502210,S0001,PN00176,P600,SRC000527,2025-08-31,2025-09-20,2025-09-20,500,73.55,USD
POL0015467,4502210,S0030,PN00016,P100,SRC000046,2025-12-27,2026-02-23,2026-02-28,500,129.09,USD
POL0015468,4502210,S0017,PN00198,P600,SRC000611,2025-09-14,2025-11-05,2025-11-05,34,29.92,USD
POL0015469,4502210,S0027,PN00305,P500,SRC000976,2025-03-14,2025-04-16,2025-04-16,317,10.16,USD
POL0015470,4502210,S0043,PN00034,P400,SRC000101,2025-03-07,2025-04-11,2025-04-11,100,11.36,USD
POL0015471,4502211,S0053,PN00247,P400,SRC000768,2026-02-28,2026-05-14,2026-05-19,100,6.16,USD
POL0015472,4502211,S0034,PN00088,P400,SRC000267,2025-10-31,2026-01-02,2026-01-02,153,168.55,USD
POL0015473,4502211,S0039,PN00278,P600,SRC000871,2025-06-11,2025-06-19,2025-06-21,500,89.18,USD
POL0015474,4502211,S0001,PN00064,P200,SRC000197,2025-03-31,2025-06-13,2025-06-13,26,11.18,USD
POL0015475,4502211,S0049,PN00085,P200,SRC000258,2025-11-15,2026-01-28,2026-01-30,500,56.82,USD
POL0015476,4502211,S0034,PN00332,P300,SRC001050,2026-02-22,2026-04-26,2026-05-01,77,74.96,USD
POL0015477,4502211,S0051,PN00300,P100,SRC000951,2025-04-13,2025-05-19,2025-05-24,102,22.17,USD
POL0015478,4502212,S0058,PN00248,P100,SRC000772,2026-02-20,2026-03-13,2026-03-15,500,125.42,USD
POL0015479,4502212,S0055,PN00194,P200,SRC000595,2025-04-14,2025-05-23,2025-05-23,140,17.15,USD
POL0015480,4502212,S0005,PN00028,P300,SRC000079,2025-04-11,2025-04-29,2025-05-01,150,25.58,USD
POL0015481,4502212,S0005,PN00028,P400,SRC000081,2025-06-07,2025-06-24,2025-06-24,500,27.06,USD
POL0015482,4502212,S0005,PN00316,P200,SRC001004,2026-04-01,2026-05-26,2026-05-31,55,58.12,USD
POL0015483,4502212,S0028,PN00303,P200,SRC000968,2025-10-31,2025-12-05,2025-12-05,72,25.51,USD
POL0015484,4502212,S0010,PN00082,P500,SRC000251,2025-05-05,2025-06-19,2025-06-21,100,5.18,USD
POL0015485,4502213,S0004,PN00122,P200,SRC000368,2025-04-30,2025-07-02,2025-07-02,173,69.17,USD
POL0015486,4502213,S0021,PN00344,P100,SRC001075,2025-04-15,2025-05-05,2025-05-07,65,80.04,USD
POL0015487,4502213,S0041,PN00157,P200,SRC000471,2025-09-30,2025-10-13,2025-10-13,55,334.76,USD
POL0015488,4502213,S0013,PN00320,P500,SRC001014,2025-01-07,2025-03-01,2025-03-06,500,21.79,USD
POL0015489,4502213,S0016,PN00196,P100,SRC000606,2025-04-19,2025-05-26,2025-05-26,226,36.3,USD
POL0015490,4502213,S0057,PN00202,P400,SRC000627,2025-04-10,2025-04-19,2025-04-21,182,65.11,USD
POL0015491,4502213,S0026,PN00186,P400,SRC000565,2025-04-02,2025-05-14,2025-05-14,129,69.61,USD
POL0015492,4502214,S0031,PN00389,P100,SRC001205,2025-04-19,2025-05-02,2025-05-07,774,77.69,USD
POL0015493,4502214,S0013,PN00094,P300,SRC000280,2025-09-30,2025-10-08,2025-10-10,216,63.54,USD
POL0015494,4502214,S0046,PN00302,P300,SRC000964,2025-10-12,2025-10-23,2025-10-23,100,17.67,USD
POL0015495,4502214,S0007,PN00183,P300,SRC000554,2025-09-17,2025-10-28,2025-10-30,500,31.5,USD
POL0015496,4502214,S0053,PN00058,P400,SRC000181,2025-11-19,2026-01-10,2026-01-10,166,17.37,USD
POL0015497,4502214,S0021,PN00164,P200,SRC000500,2025-11-14,2025-12-23,2025-12-23,29,20.59,USD
POL0015498,4502214,S0021,PN00344,P100,SRC001075,2025-02-28,2025-03-20,2025-03-25,44,80.0,USD
POL0015499,4502215,S0016,PN00149,P400,SRC000447,2025-07-13,2025-09-06,2025-09-11,57,41.43,USD
POL0015500,4502215,S0018,PN00169,P600,SRC000508,2026-02-26,2026-05-05,2026-05-05,56,4.96,USD
POL0015501,4502215,S0013,PN00298,P600,SRC000945,2025-01-22,2025-02-07,2025-02-12,500,199.68,USD
POL0015502,4502215,S0031,PN00106,P600,SRC000307,2025-02-02,2025-03-06,2025-03-06,51,150.93,USD
POL0015503,4502215,S0046,PN00180,P400,SRC000546,2025-06-19,2025-07-07,2025-07-12,100,21.67,USD
POL0015504,4502215,S0021,PN00003,P300,SRC000007,2025-04-08,2025-05-27,2025-05-27,75,55.38,USD
POL0015505,4502215,S0051,PN00004,P200,SRC000009,2025-10-07,2025-10-16,2025-10-16,97,45.38,USD
POL0015506,4502216,S0010,PN00397,P100,SRC001225,2025-12-05,2026-01-24,2026-01-26,100,12.26,USD
POL0015507,4502216,S0055,PN00214,P600,SRC000655,2025-02-24,2025-05-06,2025-05-08,86,24.98,USD
POL0015508,4502216,S0026,PN00048,P200,SRC000136,2025-11-24,2025-12-02,2025-12-02,500,14.85,USD
POL0015509,4502216,S0038,PN00092,P500,SRC000277,2025-10-26,2025-12-16,2025-12-16,118,26.24,USD
POL0015510,4502216,S0001,PN00143,P500,SRC000434,2026-03-02,2026-05-13,2026-05-18,130,19.53,USD
POL0015511,4502216,S0034,PN00085,P300,SRC000257,2025-02-02,2025-03-16,2025-03-16,195,69.77,USD
POL0015512,4502216,S0057,PN00250,P400,SRC000784,2025-11-18,2025-12-02,2025-12-02,98,10.74,USD
POL0015513,4502217,S0050,PN00123,P200,SRC000374,2025-04-16,2025-04-28,2025-05-03,75,29.48,USD
POL0015514,4502217,S0023,PN00118,P200,SRC000352,2025-05-14,2025-05-22,2025-05-27,100,17.53,USD
POL0015515,4502217,S0025,PN00221,P400,SRC000674,2025-05-08,2025-05-20,2025-05-20,131,47.46,USD
POL0015516,4502217,S0059,PN00121,P600,SRC000359,2025-11-01,2025-11-16,2025-11-16,500,47.47,USD
POL0015517,4502217,S0053,PN00022,P200,SRC000067,2025-06-12,2025-07-01,2025-07-01,50,112.52,USD
POL0015518,4502217,S0036,PN00286,P500,SRC000904,2025-08-05,2025-08-17,2025-08-19,34,25.12,USD
POL0015519,4502217,S0018,PN00169,P300,SRC000509,2025-12-07,2026-01-12,2026-01-12,98,4.3,USD
POL0015520,4502218,S0034,PN00049,P300,SRC000144,2025-06-08,2025-08-14,2025-08-16,116,20.06,USD
POL0015521,4502218,S0034,PN00229,P100,SRC000713,2025-08-08,2025-09-30,2025-09-30,83,69.28,USD
POL0015522,4502218,S0053,PN00165,P600,SRC000501,2025-09-21,2025-10-21,2025-10-21,114,165.88,USD
POL0015523,4502218,S0034,PN00168,P400,SRC000507,2026-01-17,2026-03-06,2026-03-06,155,35.38,USD
POL0015524,4502218,S0051,PN00029,P500,SRC000088,2025-11-06,2026-01-01,2026-01-01,178,68.57,USD
POL0015525,4502218,S0057,PN00388,P600,SRC001203,2026-01-15,2026-01-31,2026-02-02,100,29.7,USD
POL0015526,4502218,S0007,PN00154,P200,SRC000466,2025-02-27,2025-04-25,2025-04-25,500,26.59,USD
