snapshot_date,plant_id,part_id,qty_on_hand,unit_cost,avg_daily_demand_qty,safety_stock_qty
2025-10-31,P100,PN00154,18,27.54,0.6333,8
2025-10-31,P100,PN00155,11,38.95,0.2889,4
2025-10-31,P100,PN00156,81,69.56,3.3778,47
2025-10-31,P100,PN00157,33,332.68,0.5778,8
2025-10-31,P100,PN00158,57,44.22,0.5778,8
2025-10-31,P100,PN00159,15,22.83,0.6222,8
2025-10-31,P100,PN00160,24,133.09,0.7444,10
2025-10-31,P100,PN00161,31,25.43,0.3778,5
2025-10-31,P100,PN00162,46,36.84,0.8111,11
2025-10-31,P100,PN00163,25,15.9,0.7556,10
2025-10-31,P100,PN00164,19,18.1,0.4889,6
2025-10-31,P100,PN00165,25,166.47,0.8222,11
2025-10-31,P100,PN00166,132,35.4,1.8111,25
2025-10-31,P100,PN00167,26,41.89,0.4111,5
2025-10-31,P100,PN00168,13,33.76,0.3778,5
2025-10-31,P100,PN00169,23,4.28,0.5111,7
2025-10-31,P100,PN00170,5,6.38,0.2778,3
2025-10-31,P100,PN00171,12,63.03,0.3333,4
2025-10-31,P100,PN00173,27,10.92,0.8333,11
2025-10-31,P100,PN00174,18,7.78,0.5333,7
2025-10-31,P100,PN00175,257,29.09,2.3111,32
2025-10-31,P100,PN00176,47,73.27,1.0444,14
2025-10-31,P100,PN00177,22,15.14,0.5556,7
2025-10-31,P100,PN00178,26,70.82,1.2889,18
2025-10-31,P100,PN00179,48,15.25,0.6667,9
2025-10-31,P100,PN00180,11,23.48,0.6333,8
2025-10-31,P100,PN00181,47,12.69,1.2667,17
2025-10-31,P100,PN00182,27,23.05,0.5556,7
2025-10-31,P100,PN00183,1,28.85,0.0333,0
2025-10-31,P100,PN00184,7,7.85,0.3444,4
2025-10-31,P100,PN00185,52,13.51,1.3778,19
2025-10-31,P100,PN00186,58,71.08,0.5889,8
2025-10-31,P100,PN00187,29,15.53,0.6778,9
2025-10-31,P100,PN00188,2,13.27,0.0444,0
2025-10-31,P100,PN00189,61,102.79,0.8889,12
2025-10-31,P100,PN00190,7,86.89,0.1,1
2025-10-31,P100,PN00191,22,46.09,0.8889,12
2025-10-31,P100,PN00192,46,26.32,0.5778,8
2025-10-31,P100,PN00193,137,141.34,2.8,39
2025-10-31,P100,PN00194,4,16.64,0.1333,1
2025-10-31,P100,PN00195,18,47.22,0.3444,4
2025-10-31,P100,PN00196,40,33.79,1.3222,18
2025-10-31,P100,PN00197,8,269.76,0.1889,2
2025-10-31,P100,PN00198,22,31.72,0.8333,11
2025-10-31,P100,PN00199,22,183.4,0.6,8
2025-10-31,P100,PN00200,54,26.4,1.3667,19
2025-10-31,P100,PN00201,8,28.06,0.1222,1
2025-10-31,P100,PN00202,8,63.56,0.2444,3
2025-10-31,P100,PN00203,6,37.27,0.2778,3
2025-10-31,P100,PN00204,143,100.99,1.5222,21
2025-10-31,P100,PN00205,52,5.64,1.7,23
2025-10-31,P100,PN00206,2,75.6,0.0444,0
2025-10-31,P100,PN00207,92,155.08,1.1111,15
2025-10-31,P100,PN00208,10,51.77,0.3778,5
2025-10-31,P100,PN00209,6,20.93,0.2,2
2025-10-31,P100,PN00210,63,35.89,1.1444,16
2025-10-31,P100,PN00211,15,29.81,0.2667,3
2025-10-31,P100,PN00212,18,7.94,0.5778,8
2025-10-31,P100,PN00213,20,168.64,0.7444,10
2025-10-31,P100,PN00214,16,23.59,0.2222,3
2025-10-31,P100,PN00215,16,7.35,0.2778,3
2025-10-31,P100,PN00216,36,25.05,1.7444,24
2025-10-31,P100,PN00217,0,151.13,0.0,0
2025-10-31,P100,PN00218,26,103.69,0.6889,9
2025-10-31,P100,PN00219,30,122.62,0.4222,5
2025-10-31,P100,PN00220,135,6.41,1.7222,24
2025-10-31,P100,PN00221,18,48.5,0.2,2
2025-10-31,P100,PN00222,5,70.71,0.4444,6
2025-10-31,P100,PN00223,46,7.65,0.5667,7
2025-10-31,P100,PN00224,29,31.36,0.6778,9
2025-10-31,P100,PN00225,27,11.54,0.6333,8
2025-10-31,P100,PN00226,54,13.63,2.3889,33
2025-10-31,P100,PN00227,37,98.42,0.8444,11
2025-10-31,P100,PN00228,46,6.77,0.6889,9
2025-10-31,P100,PN00229,12,60.26,0.3333,4
2025-10-31,P100,PN00230,102,45.68,1.2778,17
2025-10-31,P100,PN00231,3,16.44,0.2,2
2025-10-31,P100,PN00232,80,91.52,1.3,18
2025-10-31,P100,PN00233,35,19.04,0.3889,5
2025-10-31,P100,PN00235,14,26.78,0.2222,3
2025-10-31,P100,PN00236,27,40.97,1.0222,14
2025-10-31,P100,PN00237,20,22.37,0.2778,3
2025-10-31,P100,PN00238,56,17.42,1.9778,27
2025-10-31,P100,PN00239,17,14.58,0.3889,5
2025-10-31,P100,PN00240,4,47.31,0.2111,2
2025-10-31,P100,PN00241,0,35.28,0.0111,0
2025-10-31,P100,PN00242,53,66.59,1.8,25
2025-10-31,P100,PN00243,8,56.78,0.3444,4
2025-10-31,P100,PN00244,72,72.53,0.9889,13
2025-10-31,P100,PN00246,35,7.93,0.6333,8
2025-10-31,P100,PN00247,6,6.36,0.0778,1
2025-10-31,P100,PN00248,2,124.41,0.1111,1
2025-10-31,P100,PN00249,7,30.33,0.0778,1
2025-10-31,P100,PN00250,9,10.5,0.2778,3
2025-10-31,P100,PN00251,64,27.65,0.8778,12
2025-10-31,P100,PN00252,13,57.5,0.7222,10
2025-10-31,P100,PN00253,7,18.64,0.6778,9
2025-10-31,P100,PN00254,49,30.14,1.2444,17
2025-10-31,P100,PN00255,68,84.6,2.2111,30
2025-10-31,P100,PN00256,3,17.97,0.0778,1
2025-10-31,P100,PN00257,17,37.18,0.6667,9
2025-10-31,P100,PN00258,3,34.42,0.0778,1
2025-10-31,P100,PN00259,5,42.58,0.1444,2
2025-10-31,P100,PN00260,41,75.47,1.2556,17
2025-10-31,P100,PN00261,29,43.43,0.9111,12
2025-10-31,P100,PN00262,30,4.82,1.7333,24
2025-10-31,P100,PN00263,10,24.3,0.3667,5
2025-10-31,P100,PN00264,15,115.0,0.3222,4
2025-10-31,P100,PN00265,18,69.53,0.4778,6
2025-10-31,P100,PN00266,110,62.98,1.1111,15
2025-10-31,P100,PN00267,2,118.9,0.0778,1
2025-10-31,P100,PN00268,3,280.12,0.1,1
2025-10-31,P100,PN00269,8,193.5,0.5111,7
2025-10-31,P100,PN00270,90,89.55,1.5778,22
2025-10-31,P100,PN00271,74,21.54,1.1,15
2025-10-31,P100,PN00272,15,13.52,0.5111,7
2025-10-31,P100,PN00273,84,62.28,0.8778,12
2025-10-31,P100,PN00274,33,22.93,1.1667,16
2025-10-31,P100,PN00275,31,38.47,0.3222,4
2025-10-31,P100,PN00276,12,40.73,0.8444,11
2025-10-31,P100,PN00277,11,19.44,0.2556,3
2025-10-31,P100,PN00278,5,95.83,0.1333,1
2025-10-31,P100,PN00279,9,37.44,0.3222,4
2025-10-31,P100,PN00280,118,61.15,1.4111,19
2025-10-31,P100,PN00281,65,9.68,0.5667,7
2025-10-31,P100,PN00282,25,10.83,0.7222,10
2025-10-31,P100,PN00283,23,6.84,0.3889,5
2025-10-31,P100,PN00284,6,51.41,0.2,2
2025-10-31,P100,PN00285,82,175.35,0.8889,12
2025-10-31,P100,PN00286,43,22.81,0.5333,7
2025-10-31,P100,PN00287,11,46.27,0.2,2
2025-10-31,P100,PN00288,14,20.53,0.4333,6
2025-10-31,P100,PN00289,57,67.8,1.2,16
2025-10-31,P100,PN00290,17,187.84,0.4444,6
2025-10-31,P100,PN00291,7,33.88,0.2222,3
2025-10-31,P100,PN00292,78,10.3,1.3444,18
2025-10-31,P100,PN00293,71,50.49,0.6222,8
2025-10-31,P100,PN00294,22,24.82,0.5889,8
2025-10-31,P100,PN00295,26,63.16,0.5667,7
2025-10-31,P100,PN00296,155,60.53,2.0333,28
2025-10-31,P100,PN00297,23,70.36,0.5667,7
2025-10-31,P100,PN00298,7,187.78,0.1444,2
2025-10-31,P100,PN00299,17,42.17,1.4,19
2025-10-31,P100,PN00300,10,22.51,0.3444,4
2025-10-31,P100,PN00301,10,26.54,0.4444,6
2025-10-31,P100,PN00302,7,18.08,0.2667,3
2025-10-31,P100,PN00303,21,23.55,0.3444,4
2025-10-31,P100,PN00304,21,81.34,0.5778,8
2025-10-31,P100,PN00305,19,10.28,0.3556,4
2025-10-31,P100,PN00306,43,426.77,0.7667,10
2025-10-31,P100,PN00307,34,23.2,0.6667,9
2025-10-31,P100,PN00308,44,23.55,0.6444,9
2025-10-31,P100,PN00309,27,10.78,1.4333,20
2025-10-31,P100,PN00310,55,35.69,3.1556,44
2025-10-31,P100,PN00311,66,8.68,1.3667,19
2025-10-31,P100,PN00312,16,36.16,0.4,5
2025-10-31,P100,PN00313,41,34.37,0.9111,12
2025-10-31,P100,PN00314,226,75.38,3.9222,54
2025-10-31,P100,PN00315,49,31.31,1.0667,14
2025-10-31,P100,PN00316,0,59.89,0.0,0
2025-10-31,P100,PN00317,7,79.69,0.1889,2
2025-10-31,P100,PN00318,26,62.67,0.5667,7
2025-10-31,P100,PN00319,34,26.6,0.6111,8
2025-10-31,P100,PN00320,74,21.6,1.2556,17
2025-10-31,P100,PN00321,1,5.89,0.0889,1
2025-10-31,P100,PN00322,7,66.63,0.3333,4
2025-10-31,P100,PN00323,15,143.79,0.5778,8
2025-10-31,P100,PN00324,10,23.33,0.2111,2
2025-10-31,P100,PN00325,6,29.31,0.2333,3
2025-10-31,P100,PN00326,32,45.58,0.4889,6
2025-10-31,P100,PN00328,21,8.13,0.8444,11
2025-10-31,P100,PN00329,30,27.63,1.4,19
2025-10-31,P100,PN00330,110,8.53,1.1111,15
2025-10-31,P100,PN00331,8,16.92,0.5556,7
2025-10-31,P100,PN00332,13,82.07,0.2556,3
2025-10-31,P100,PN00333,15,8.87,0.4,5
2025-10-31,P100,PN00334,26,283.48,1.5333,21
2025-10-31,P100,PN00335,9,14.7,0.2111,2
2025-10-31,P100,PN00336,3,9.74,0.1333,1
2025-10-31,P100,PN00337,23,50.42,0.3444,4
2025-10-31,P100,PN00338,8,24.04,0.3889,5
2025-10-31,P100,PN00339,40,6.94,0.7111,9
2025-10-31,P100,PN00340,46,108.02,0.8111,11
2025-10-31,P100,PN00341,27,11.74,0.4,5
2025-10-31,P100,PN00342,11,35.7,0.2333,3
2025-10-31,P100,PN00343,12,48.6,0.1889,2
2025-10-31,P100,PN00344,30,88.65,0.8889,12
2025-10-31,P100,PN00345,9,16.53,0.7333,10
2025-10-31,P100,PN00346,0,92.47,0.0,0
2025-10-31,P100,PN00347,21,17.22,0.3778,5
2025-10-31,P100,PN00349,0,117.58,0.0,0
2025-10-31,P100,PN00350,3,170.47,0.2,2
2025-10-31,P100,PN00351,50,21.24,2.0667,28
2025-10-31,P100,PN00352,4,11.9,0.3111,4
2025-10-31,P100,PN00353,113,22.01,3.1778,44
2025-10-31,P100,PN00354,35,12.58,0.6,8
2025-10-31,P100,PN00355,37,40.01,1.0667,14
2025-10-31,P100,PN00356,6,17.91,0.4222,5
2025-10-31,P100,PN00357,21,20.76,0.5,7
2025-10-31,P100,PN00358,4,38.92,0.0444,0
2025-10-31,P100,PN00359,22,69.25,0.4778,6
2025-10-31,P100,PN00360,24,15.33,0.4889,6
2025-10-31,P100,PN00361,49,39.89,1.5,21
2025-10-31,P100,PN00362,30,15.77,0.8111,11
2025-10-31,P100,PN00363,11,38.82,0.2778,3
2025-10-31,P100,PN00364,17,15.4,0.3111,4
2025-10-31,P100,PN00365,41,27.42,0.7889,11
2025-10-31,P100,PN00366,6,14.85,0.1333,1
2025-10-31,P100,PN00367,10,19.19,0.6222,8
2025-10-31,P100,PN00368,67,12.37,1.0111,14
2025-10-31,P100,PN00369,14,34.51,0.7222,10
2025-10-31,P100,PN00370,70,26.48,1.6778,23
2025-10-31,P100,PN00371,9,34.32,0.4333,6
2025-10-31,P100,PN00372,7,119.7,0.2,2
2025-10-31,P100,PN00373,49,71.5,2.1222,29
2025-10-31,P100,PN00374,13,97.46,0.3444,4
2025-10-31,P100,PN00376,15,34.8,0.2556,3
2025-10-31,P100,PN00377,73,104.85,0.7556,10
2025-10-31,P100,PN00378,21,50.66,0.3222,4
2025-10-31,P100,PN00379,13,52.13,0.3222,4
2025-10-31,P100,PN00380,56,41.56,0.8889,12
2025-10-31,P100,PN00381,22,49.94,0.5444,7
2025-10-31,P100,PN00382,17,70.09,0.5556,7
2025-10-31,P100,PN00383,32,34.63,0.4333,6
2025-10-31,P100,PN00384,11,34.79,1.0333,14
2025-10-31,P100,PN00385,11,130.96,0.4667,6
2025-10-31,P100,PN00386,41,56.75,0.7667,10
2025-10-31,P100,PN00387,83,9.26,1.0444,14
2025-10-31,P100,PN00388,8,26.81,0.2556,3
2025-10-31,P100,PN00389,5,82.18,0.1222,1
2025-10-31,P100,PN00390,0,45.01,0.0,0
2025-10-31,P100,PN00391,7,19.81,0.2222,3
2025-10-31,P100,PN00392,17,14.15,0.3111,4
2025-10-31,P100,PN00393,21,61.12,0.4444,6
2025-10-31,P100,PN00394,9,120.67,0.4556,6
2025-10-31,P100,PN00395,24,112.49,0.6,8
2025-10-31,P100,PN00396,40,35.32,0.8889,12
2025-10-31,P100,PN00397,5,12.89,0.1667,2
2025-10-31,P100,PN00398,80,45.6,0.8889,12
2025-10-31,P100,PN00399,3,40.57,0.2556,3
2025-10-31,P100,PN00400,40,50.83,0.4333,6
2025-10-31,P200,PN00001,12,32.0,0.3778,5
2025-10-31,P200,PN00003,34,54.88,1.1,15
2025-10-31,P200,PN00004,29,42.61,1.5889,22
2025-10-31,P200,PN00005,36,6.24,0.7222,10
2025-10-31,P200,PN00006,21,64.61,0.6222,8
2025-10-31,P200,PN00007,18,49.07,0.5889,8
2025-10-31,P200,PN00008,10,152.73,0.2111,2
2025-10-31,P200,PN00009,26,32.95,0.5667,7
2025-10-31,P200,PN00010,20,78.39,0.5889,8
2025-10-31,P200,PN00011,54,57.71,0.8444,11
2025-10-31,P200,PN00012,74,41.34,1.2556,17
2025-10-31,P200,PN00013,23,125.21,0.7222,10
2025-10-31,P200,PN00014,42,14.98,0.4111,5
2025-10-31,P200,PN00015,32,32.77,0.5667,7
2025-10-31,P200,PN00016,29,131.1,0.3333,4
2025-10-31,P200,PN00017,25,34.8,0.6667,9
2025-10-31,P200,PN00018,16,14.01,0.2111,2
2025-10-31,P200,PN00019,65,21.2,1.2,16
2025-10-31,P200,PN00020,77,12.67,1.0333,14
2025-10-31,P200,PN00021,20,23.73,0.4556,6
2025-10-31,P200,PN00022,10,125.81,0.2778,3
2025-10-31,P200,PN00023,69,3.23,0.7889,11
2025-10-31,P200,PN00024,25,36.85,0.2778,3
2025-10-31,P200,PN00025,4,19.69,0.1556,2
2025-10-31,P200,PN00027,65,217.61,0.6111,8
2025-10-31,P200,PN00028,3,23.57,0.0889,1
2025-10-31,P200,PN00029,48,66.29,0.7889,11
2025-10-31,P200,PN00030,62,121.16,1.4889,20
2025-10-31,P200,PN00031,33,72.36,0.6556,9
2025-10-31,P200,PN00032,38,18.85,0.7889,11
2025-10-31,P200,PN00033,34,45.1,0.7333,10
2025-10-31,P200,PN00034,15,11.49,0.3111,4
2025-10-31,P200,PN00035,89,14.47,1.7667,24
2025-10-31,P200,PN00036,13,47.45,0.2444,3
2025-10-31,P200,PN00037,52,18.35,0.7333,10
2025-10-31,P200,PN00038,23,25.06,0.4556,6
2025-10-31,P200,PN00039,60,62.89,0.9444,13
2025-10-31,P200,PN00040,32,30.85,0.7444,10
2025-10-31,P200,PN00041,55,21.42,0.6556,9
2025-10-31,P200,PN00042,25,14.13,0.3667,5
2025-10-31,P200,PN00043,113,93.35,2.8222,39
2025-10-31,P200,PN00044,18,13.92,1.0111,14
2025-10-31,P200,PN00045,28,19.53,0.4889,6
2025-10-31,P200,PN00046,2,9.58,0.1667,2
2025-10-31,P200,PN00047,10,226.46,0.2667,3
2025-10-31,P200,PN00048,9,13.58,0.2222,3
2025-10-31,P200,PN00049,15,17.43,0.9111,12
2025-10-31,P200,PN00050,25,58.86,0.3889,5
2025-10-31,P200,PN00051,36,10.79,0.8,11
2025-10-31,P200,PN00052,24,8.5,0.5778,8
2025-10-31,P200,PN00053,18,94.5,0.3111,4
2025-10-31,P200,PN00054,36,11.71,0.6333,8
2025-10-31,P200,PN00055,39,4.82,0.9889,13
2025-10-31,P200,PN00056,2,28.19,0.0556,0
2025-10-31,P200,PN00057,6,288.43,0.2,2
2025-10-31,P200,PN00058,17,18.27,0.3222,4
2025-10-31,P200,PN00059,24,13.06,0.7,9
2025-10-31,P200,PN00060,23,64.64,0.7333,10
2025-10-31,P200,PN00061,4,24.0,0.1111,1
2025-10-31,P200,PN00062,13,7.69,0.3556,4
2025-10-31,P200,PN00063,96,99.75,0.9111,12
2025-10-31,P200,PN00064,1,10.33,0.0444,0
2025-10-31,P200,PN00065,82,24.27,1.1333,15
2025-10-31,P200,PN00066,11,18.46,0.5333,7
2025-10-31,P200,PN00067,45,8.45,1.1889,16
2025-10-31,P200,PN00068,47,141.57,0.7222,10
2025-10-31,P200,PN00069,27,27.04,0.9556,13
2025-10-31,P200,PN00070,9,58.91,0.1667,2
2025-10-31,P200,PN00071,56,44.7,0.7111,9
2025-10-31,P200,PN00072,30,50.44,0.4111,5
2025-10-31,P200,PN00073,60,102.04,1.0667,14
2025-10-31,P200,PN00074,26,50.18,0.2778,3
2025-10-31,P200,PN00075,64,18.21,1.9889,27
2025-10-31,P200,PN00076,168,4.54,1.7444,24
2025-10-31,P200,PN00077,2,24.14,0.2111,2
2025-10-31,P200,PN00078,35,51.01,0.4444,6
2025-10-31,P200,PN00079,30,21.1,1.0556,14
2025-10-31,P200,PN00080,18,33.25,0.5333,7
2025-10-31,P200,PN00081,66,6.43,0.8667,12
2025-10-31,P200,PN00082,48,5.54,0.6556,9
2025-10-31,P200,PN00083,26,248.51,0.7778,10
2025-10-31,P200,PN00084,33,159.01,0.5111,7
2025-10-31,P200,PN00085,11,59.47,0.2333,3
2025-10-31,P200,PN00086,42,75.92,0.6111,8
2025-10-31,P200,PN00087,12,120.51,0.4889,6
2025-10-31,P200,PN00088,32,177.61,0.8444,11
2025-10-31,P200,PN00089,45,77.91,2.1,29
2025-10-31,P200,PN00090,60,47.3,1.6556,23
2025-10-31,P200,PN00091,8,31.39,0.1111,1
2025-10-31,P200,PN00092,35,24.3,0.5111,7
2025-10-31,P200,PN00093,6,7.19,0.2778,3
2025-10-31,P200,PN00094,25,65.63,0.3444,4
2025-10-31,P200,PN00095,17,12.65,0.9222,12
2025-10-31,P200,PN00096,3,81.96,0.1444,2
2025-10-31,P200,PN00097,16,367.81,0.6111,8
2025-10-31,P200,PN00098,43,83.18,0.9,12
2025-10-31,P200,PN00099,2,23.5,0.0444,0
2025-10-31,P200,PN00100,35,22.21,0.7333,10
2025-10-31,P200,PN00101,3,56.33,0.1444,2
2025-10-31,P200,PN00102,51,4.37,1.0889,15
2025-10-31,P200,PN00103,5,70.92,0.1333,1
2025-10-31,P200,PN00104,41,13.14,0.7333,10
2025-10-31,P200,PN00105,45,48.05,0.6889,9
2025-10-31,P200,PN00106,27,133.94,0.5333,7
2025-10-31,P200,PN00107,38,74.99,1.1,15
2025-10-31,P200,PN00108,59,13.51,1.3,18
2025-10-31,P200,PN00109,15,18.33,1.0,14
2025-10-31,P200,PN00110,12,53.21,0.5778,8
2025-10-31,P200,PN00111,15,106.61,0.9,12
2025-10-31,P200,PN00112,27,10.52,0.5333,7
2025-10-31,P200,PN00113,10,47.94,0.2556,3
2025-10-31,P200,PN00114,18,48.49,0.2667,3
2025-10-31,P200,PN00115,5,156.47,0.1333,1
2025-10-31,P200,PN00116,31,33.18,0.7,9
2025-10-31,P200,PN00117,71,34.89,0.9889,13
2025-10-31,P200,PN00118,11,18.6,0.4111,5
2025-10-31,P200,PN00119,5,82.84,0.3,4
2025-10-31,P200,PN00120,11,30.02,0.4444,6
2025-10-31,P200,PN00121,27,50.53,0.6444,9
2025-10-31,P200,PN00122,69,66.68,0.7,9
2025-10-31,P200,PN00123,72,27.81,0.8333,11
2025-10-31,P200,PN00124,11,11.71,0.3111,4
2025-10-31,P200,PN00125,64,28.24,1.2444,17
2025-10-31,P200,PN00126,17,45.28,0.7667,10
2025-10-31,P200,PN00127,13,10.74,0.1889,2
2025-10-31,P200,PN00128,65,54.24,1.0667,14
2025-10-31,P200,PN00129,28,9.84,0.6333,8
2025-10-31,P200,PN00130,12,16.34,0.2111,2
2025-10-31,P200,PN00131,37,21.9,0.8333,11
2025-10-31,P200,PN00132,16,20.64,0.4889,6
2025-10-31,P200,PN00133,19,22.1,0.3444,4
2025-10-31,P200,PN00134,7,93.97,0.2333,3
2025-10-31,P200,PN00135,60,57.1,1.6,22
2025-10-31,P200,PN00136,10,28.74,0.2333,3
2025-10-31,P200,PN00137,73,31.99,0.7778,10
2025-10-31,P200,PN00138,69,5.84,1.2556,17
2025-10-31,P200,PN00139,24,60.21,1.1778,16
2025-10-31,P200,PN00140,105,37.81,1.3667,19
2025-10-31,P200,PN00141,30,105.77,1.2333,17
2025-10-31,P200,PN00142,21,57.24,0.6111,8
2025-10-31,P200,PN00143,135,17.52,2.2333,31
2025-10-31,P200,PN00144,68,101.84,0.6556,9
2025-10-31,P200,PN00145,13,5.37,0.5333,7
2025-10-31,P200,PN00146,33,30.74,0.4556,6
2025-10-31,P200,PN00147,9,72.04,0.2333,3
2025-10-31,P200,PN00148,44,81.83,0.4778,6
2025-10-31,P200,PN00149,12,38.89,0.2667,3
2025-10-31,P200,PN00151,18,38.26,0.5889,8
2025-10-31,P200,PN00152,7,164.04,0.2556,3
2025-10-31,P200,PN00153,36,118.62,0.4778,6
2025-10-31,P200,PN00154,8,27.32,0.1222,1
2025-10-31,P200,PN00155,67,38.28,1.2111,16
2025-10-31,P200,PN00156,18,67.17,0.5667,7
2025-10-31,P200,PN00157,37,330.19,0.7444,10
2025-10-31,P200,PN00158,60,45.52,1.7222,24
2025-10-31,P200,PN00159,28,23.84,0.3333,4
2025-10-31,P200,PN00160,41,128.11,0.7,9
2025-10-31,P200,PN00161,22,24.73,0.4333,6
2025-10-31,P200,PN00162,5,38.25,0.2111,2
2025-10-31,P200,PN00163,32,16.05,0.7667,10
2025-10-31,P200,PN00164,20,18.4,0.2889,4
2025-10-31,P200,PN00165,97,159.21,1.5111,21
2025-10-31,P200,PN00166,7,35.61,0.1556,2
2025-10-31,P200,PN00167,51,40.83,1.1667,16
2025-10-31,P200,PN00168,4,32.74,0.1333,1
2025-10-31,P200,PN00169,28,4.3,0.6333,8
2025-10-31,P200,PN00170,33,6.31,0.6333,8
2025-10-31,P200,PN00171,45,59.76,0.6333,8
2025-10-31,P200,PN00172,25,36.03,0.7,9
2025-10-31,P200,PN00173,33,11.05,0.5667,7
2025-10-31,P200,PN00174,38,7.67,0.4444,6
2025-10-31,P200,PN00175,40,29.09,1.0,14
2025-10-31,P200,PN00176,86,71.11,0.8667,12
2025-10-31,P200,PN00177,22,15.35,0.5444,7
2025-10-31,P200,PN00178,34,72.78,0.7111,9
2025-10-31,P200,PN00179,23,15.06,0.6111,8
2025-10-31,P200,PN00180,65,23.31,0.9444,13
2025-10-31,P200,PN00181,31,13.14,0.5889,8
2025-10-31,P200,PN00182,21,21.94,0.2889,4
2025-10-31,P200,PN00183,59,28.12,1.1889,16
2025-10-31,P200,PN00184,207,8.06,2.2778,31
2025-10-31,P200,PN00185,16,13.44,0.3889,5
2025-10-31,P200,PN00186,171,70.93,1.5444,21
2025-10-31,P200,PN00187,52,15.54,1.1556,16
2025-10-31,P200,PN00188,32,13.16,0.8,11
2025-10-31,P200,PN00189,8,101.08,0.2333,3
2025-10-31,P200,PN00190,24,85.02,0.2222,3
2025-10-31,P200,PN00191,9,46.19,0.2111,2
2025-10-31,P200,PN00192,29,27.42,1.2111,16
2025-10-31,P200,PN00193,78,148.86,0.8667,12
2025-10-31,P200,PN00194,18,16.26,0.4111,5
2025-10-31,P200,PN00195,7,45.87,0.1556,2
2025-10-31,P200,PN00196,16,32.8,0.5556,7
2025-10-31,P200,PN00197,42,276.63,0.5444,7
2025-10-31,P200,PN00198,10,30.55,0.6778,9
2025-10-31,P200,PN00199,57,185.69,1.3667,19
2025-10-31,P200,PN00200,5,27.11,0.1333,1
2025-10-31,P200,PN00201,29,28.9,0.8889,12
2025-10-31,P200,PN00202,4,66.28,0.1556,2
2025-10-31,P200,PN00203,29,37.92,1.0111,14
2025-10-31,P200,PN00204,38,98.82,0.7889,11
2025-10-31,P200,PN00205,4,5.51,0.0778,1
2025-10-31,P200,PN00206,32,75.42,1.4333,20
2025-10-31,P200,PN00207,63,150.55,1.2889,18
2025-10-31,P200,PN00208,68,53.63,1.0,14
2025-10-31,P200,PN00209,23,19.95,1.0222,14
2025-10-31,P200,PN00210,10,35.62,0.1556,2
2025-10-31,P200,PN00211,46,30.18,1.0111,14
2025-10-31,P200,PN00212,22,8.11,0.3222,4
2025-10-31,P200,PN00213,14,164.06,0.3667,5
2025-10-31,P200,PN00214,38,23.83,0.8222,11
2025-10-31,P200,PN00215,21,7.47,0.9222,12
2025-10-31,P200,PN00216,18,24.96,0.5667,7
2025-10-31,P200,PN00217,1,149.3,0.0667,0
2025-10-31,P200,PN00218,57,98.65,0.6111,8
2025-10-31,P200,PN00220,30,6.58,0.3333,4
2025-10-31,P200,PN00221,36,47.47,0.8,11
2025-10-31,P200,PN00222,2,73.96,0.1,1
2025-10-31,P200,PN00223,55,7.55,0.5333,7
2025-10-31,P200,PN00224,26,31.6,0.6556,9
2025-10-31,P200,PN00225,75,11.37,1.5333,21
2025-10-31,P200,PN00226,86,13.38,0.9222,12
2025-10-31,P200,PN00227,1,96.09,0.0556,0
2025-10-31,P200,PN00228,29,6.87,0.6556,9
2025-10-31,P200,PN00229,292,62.36,3.3778,47
2025-10-31,P200,PN00230,7,46.2,0.3778,5
2025-10-31,P200,PN00231,27,15.99,0.4667,6
2025-10-31,P200,PN00232,11,89.46,0.4,5
2025-10-31,P200,PN00233,39,19.58,0.7333,10
2025-10-31,P200,PN00234,25,46.07,0.5222,7
2025-10-31,P200,PN00235,4,26.58,0.2556,3
2025-10-31,P200,PN00236,4,41.04,0.1778,2
2025-10-31,P200,PN00237,32,22.34,0.6,8
2025-10-31,P200,PN00238,16,16.75,0.3,4
2025-10-31,P200,PN00239,43,14.73,0.6222,8
2025-10-31,P200,PN00240,12,48.47,0.2444,3
2025-10-31,P200,PN00241,47,33.76,0.7333,10
2025-10-31,P200,PN00242,77,67.45,1.3444,18
2025-10-31,P200,PN00243,34,58.24,0.3111,4
2025-10-31,P200,PN00244,14,70.58,0.6444,9
2025-10-31,P200,PN00245,38,0.97,0.5,7
2025-10-31,P200,PN00246,38,8.04,0.8333,11
2025-10-31,P200,PN00247,38,6.36,0.5222,7
2025-10-31,P200,PN00248,10,123.25,0.2,2
2025-10-31,P200,PN00249,4,28.95,0.1333,1
2025-10-31,P200,PN00250,61,10.7,2.1333,29
2025-10-31,P200,PN00251,1,27.01,0.0556,0
2025-10-31,P200,PN00252,25,59.24,0.6667,9
2025-10-31,P200,PN00253,6,18.21,0.1778,2
2025-10-31,P200,PN00254,6,30.79,0.1,1
2025-10-31,P200,PN00255,12,82.35,0.4111,5
2025-10-31,P200,PN00256,54,17.87,0.9111,12
2025-10-31,P200,PN00257,7,36.84,0.3222,4
2025-10-31,P200,PN00258,16,34.01,0.5444,7
2025-10-31,P200,PN00259,61,40.83,1.0667,14
2025-10-31,P200,PN00260,5,73.99,0.1444,2
2025-10-31,P200,PN00261,9,41.8,0.2667,3
2025-10-31,P200,PN00262,18,5.01,0.6,8
2025-10-31,P200,PN00263,24,24.25,0.3556,4
