shipment_id,po_line_id,carrier_id,ship_date,delivery_date,qty_shipped,qty_received,qty_rejected,freight_cost,duty_cost,insurance_cost,handling_cost,status
SH8012518,POL0010846,C07,2025-02-23,2025-03-13,100,100,0,704.92,623.85,36.13,23.28,RECEIVED
SH8012519,POL0010847,C05,2025-09-30,2025-10-12,50,50,0,183.18,245.86,10.21,118.42,RECEIVED
SH8012520,POL0010848,C02,2026-02-08,2026-02-27,77,77,0,64.29,25.73,1.42,15.41,RECEIVED
SH8012521,POL0010849,C06,2026-03-13,2026-03-20,114,114,0,1058.55,502.42,22.98,49.96,RECEIVED
SH8012522,POL0010850,C07,2025-01-30,2025-02-03,332,332,0,575.0,0.0,30.23,51.93,RECEIVED
SH8012523,POL0010850,C02,2025-02-01,2025-02-03,168,168,0,496.72,0.0,15.29,109.46,RECEIVED
SH8012524,POL0010851,C03,2025-08-04,2025-08-08,500,500,0,656.37,0.0,46.54,48.03,RECEIVED
SH8012525,POL0010852,C03,2025-12-06,2025-12-22,122,122,0,305.09,681.2,36.66,88.09,RECEIVED
SH8012526,POL0010853,C04,2025-11-11,2025-12-05,32,32,0,11.97,22.59,0.78,16.17,RECEIVED
SH8012527,POL0010853,C04,2025-11-09,2025-12-05,18,18,0,5.38,10.66,0.44,117.24,RECEIVED
SH8012528,POL0010854,C03,2025-11-21,2025-12-16,211,211,0,47.89,138.06,8.09,87.66,RECEIVED
SH8012529,POL0010855,C06,2025-11-01,2025-11-18,67,67,0,768.04,142.75,34.33,106.0,RECEIVED
SH8012530,POL0010856,C06,2026-04-21,2026-05-19,67,67,0,93.47,75.42,2.89,51.66,RECEIVED
SH8012531,POL0010856,C04,2026-04-14,2026-05-19,33,33,0,19.12,8.86,1.42,53.63,RECEIVED
SH8012532,POL0010857,C06,2026-04-18,2026-05-22,500,500,0,2038.68,114.24,153.66,49.59,RECEIVED
SH8012533,POL0010858,C02,2025-08-10,2025-08-27,50,50,0,578.18,350.34,15.79,67.41,RECEIVED
SH8012534,POL0010859,C01,2025-04-06,2025-05-07,378,378,0,264.17,213.4,18.67,66.89,RECEIVED
SH8012535,POL0010860,C07,2025-10-04,2025-10-21,119,119,0,111.45,153.09,6.4,44.84,RECEIVED
SH8012536,POL0010861,C05,2025-12-16,2025-12-19,100,100,0,126.77,0.0,7.05,112.67,RECEIVED
SH8012537,POL0010862,C06,2026-01-23,2026-02-11,54,54,0,61.1,47.42,2.14,26.79,RECEIVED
SH8012538,POL0010862,C05,2026-01-26,2026-02-09,66,66,0,37.58,14.3,2.61,112.79,RECEIVED
SH8012539,POL0010863,C02,2025-10-24,2025-11-06,42,42,0,614.84,225.48,12.47,52.05,RECEIVED
SH8012540,POL0010864,C06,2025-10-31,2025-11-06,183,183,0,622.92,360.41,13.09,51.05,RECEIVED
SH8012541,POL0010865,C04,2026-02-13,2026-02-21,388,388,0,53.02,33.57,8.68,91.64,RECEIVED
SH8012542,POL0010866,C03,2025-06-07,2025-06-19,500,500,0,1584.65,802.8,91.22,34.65,RECEIVED
SH8012543,POL0010867,C02,2025-11-14,2025-12-01,52,52,0,58.88,24.05,2.98,118.89,RECEIVED
SH8012544,POL0010868,C07,2025-10-12,2025-11-07,122,122,0,474.5,407.23,25.87,72.0,RECEIVED
SH8012545,POL0010869,C03,2025-12-31,2026-02-04,65,65,0,771.5,1188.57,45.71,54.93,RECEIVED
SH8012546,POL0010869,C07,2026-01-09,2026-02-03,78,78,0,435.4,271.73,54.85,17.88,RECEIVED
SH8012547,POL0010870,C01,2025-01-20,2025-01-26,500,500,0,641.91,0.0,43.88,67.29,RECEIVED
SH8012548,POL0010871,C01,2025-04-20,2025-05-10,241,241,0,279.39,103.27,42.27,105.17,RECEIVED
SH8012549,POL0010871,C01,2025-04-27,2025-05-10,259,259,0,855.71,268.14,45.43,55.17,RECEIVED
SH8012550,POL0010872,C06,2025-02-26,2025-03-08,308,308,0,280.76,153.44,10.74,80.78,RECEIVED
SH8012551,POL0010873,C07,2025-12-21,2026-01-04,84,84,0,69.62,31.89,10.53,50.76,RECEIVED
SH8012552,POL0010874,C07,2025-12-01,2025-12-08,222,222,0,205.52,314.58,14.68,113.56,RECEIVED
SH8012553,POL0010875,C07,2025-03-03,2025-03-23,112,112,0,228.09,252.17,18.66,47.3,RECEIVED
SH8012554,POL0010875,C03,2025-03-06,2025-03-23,83,82,1,108.66,33.01,13.66,26.67,RECEIVED
SH8012555,POL0010876,C05,2025-05-28,2025-06-08,174,173,1,901.03,287.25,49.45,23.55,RECEIVED
SH8012556,POL0010877,C05,2025-08-12,2025-08-30,55,55,0,195.88,94.08,12.47,49.34,RECEIVED
SH8012557,POL0010878,C06,2025-12-01,2025-12-04,500,489,11,517.0,287.22,13.89,93.39,RECEIVED
SH8012558,POL0010879,C06,2025-04-06,2025-05-02,100,100,0,322.22,199.77,6.79,61.6,RECEIVED
SH8012559,POL0010880,C04,2026-02-13,2026-02-16,145,145,0,27.06,69.32,3.76,82.64,RECEIVED
SH8012560,POL0010881,C06,2025-12-25,2026-01-20,100,100,0,401.52,46.33,20.09,103.93,RECEIVED
SH8012561,POL0010882,C03,2025-09-18,2025-10-10,207,204,3,46.25,79.03,4.46,104.12,RECEIVED
SH8012562,POL0010883,C01,2026-04-16,2026-04-24,100,100,0,17.53,9.73,3.19,46.28,RECEIVED
SH8012563,POL0010884,C02,2025-02-21,2025-02-23,500,490,10,1866.97,1832.93,65.7,24.39,RECEIVED
SH8012564,POL0010885,C01,2026-03-17,2026-03-30,107,107,0,30.42,131.94,5.32,66.21,RECEIVED
SH8012565,POL0010886,C01,2026-01-02,2026-01-16,86,86,0,238.26,372.48,12.88,111.08,RECEIVED
SH8012566,POL0010886,C06,2026-01-04,2026-01-16,82,82,0,158.19,253.74,12.28,45.77,RECEIVED
SH8012567,POL0010887,C03,2025-07-26,2025-08-14,100,100,0,87.22,92.88,14.38,67.14,RECEIVED
SH8012568,POL0010888,C07,2025-03-13,2025-04-11,52,52,0,97.42,351.47,18.93,70.5,RECEIVED
SH8012569,POL0010889,C02,2025-05-31,2025-06-09,50,50,0,31.92,10.51,1.66,17.35,RECEIVED
SH8012570,POL0010890,C06,2026-01-13,2026-01-15,500,500,0,29261.95,20507.23,858.14,101.28,RECEIVED
SH8012571,POL0010891,C06,2025-07-05,2025-07-20,97,97,0,406.43,53.68,10.22,24.69,RECEIVED
SH8012572,POL0010892,C03,2025-06-29,2025-07-03,129,129,0,70.43,89.49,8.65,41.67,RECEIVED
SH8012573,POL0010893,C03,2025-10-05,2025-11-03,33,32,1,13.6,27.12,0.98,40.04,RECEIVED
SH8012574,POL0010894,C06,2025-04-25,2025-05-11,33,33,0,186.55,107.7,5.37,83.36,RECEIVED
SH8012575,POL0010895,C06,2025-02-23,2025-02-27,23,23,0,34.22,0.0,1.17,119.04,RECEIVED
SH8012576,POL0010896,C02,2025-08-14,2025-09-13,100,100,0,418.92,209.63,13.25,54.27,RECEIVED
SH8012577,POL0010897,C02,2026-04-05,2026-04-12,119,119,0,186.66,49.76,6.15,57.77,RECEIVED
SH8012578,POL0010898,C06,2025-06-07,2025-06-13,500,500,0,591.98,910.66,45.94,89.69,RECEIVED
SH8012579,POL0010899,C04,2025-10-26,2025-10-29,500,494,6,10597.61,18526.14,944.21,36.55,RECEIVED
SH8012580,POL0010900,C05,2025-03-06,2025-03-21,68,68,0,100.45,101.96,6.08,38.84,RECEIVED
SH8012581,POL0010901,C01,2026-02-09,2026-03-07,500,499,1,3895.34,5591.14,265.41,74.32,RECEIVED
SH8012582,POL0010902,C07,2025-05-04,2025-05-16,112,112,0,88.14,199.98,16.67,40.56,RECEIVED
SH8012583,POL0010902,C03,2025-05-06,2025-05-18,68,68,0,95.19,171.55,10.12,71.41,RECEIVED
SH8012584,POL0010903,C02,2025-07-17,2025-08-14,211,211,0,341.76,194.1,23.46,100.99,RECEIVED
SH8012585,POL0010904,C01,2025-02-19,2025-02-23,18,18,0,89.18,154.13,5.81,37.64,RECEIVED
SH8012586,POL0010905,C04,2026-05-14,2026-06-09,154,154,0,21.57,20.78,3.28,41.34,RECEIVED
SH8012587,POL0010905,C06,2026-05-18,2026-06-04,155,155,0,149.22,14.92,3.3,77.19,RECEIVED
SH8012588,POL0010906,C01,2025-11-28,2025-12-26,500,500,0,2734.88,223.03,190.96,89.91,RECEIVED
SH8012589,POL0010907,C02,2026-03-01,2026-03-23,54,54,0,34.95,58.84,2.65,15.19,RECEIVED
SH8012590,POL0010907,C04,2026-03-14,2026-03-25,46,46,0,40.24,35.84,2.26,100.88,RECEIVED
SH8012591,POL0010908,C01,2025-10-28,2025-11-04,404,404,0,355.48,424.09,29.36,93.02,RECEIVED
SH8012592,POL0010909,C03,2025-04-17,2025-04-25,628,593,35,1902.92,1414.48,156.01,83.01,RECEIVED
SH8012593,POL0010910,C02,2025-05-29,2025-06-20,79,79,0,134.92,30.6,3.96,35.15,RECEIVED
SH8012594,POL0010910,C07,2025-05-16,2025-06-20,115,115,0,60.47,57.09,5.76,23.09,RECEIVED
SH8012595,POL0010911,C04,2025-10-12,2025-10-19,500,499,1,1885.56,923.12,108.26,46.89,RECEIVED
SH8012596,POL0010912,C01,2026-01-03,2026-01-10,500,500,0,1487.5,2533.33,107.04,117.47,RECEIVED
SH8012597,POL0010913,C02,2026-01-06,2026-01-16,500,484,16,2683.9,1115.3,60.19,66.07,RECEIVED
SH8012598,POL0010914,C04,2025-04-28,2025-05-11,26,26,0,152.03,231.63,9.59,39.82,RECEIVED
SH8012599,POL0010915,C01,2026-04-18,2026-05-03,22,22,0,17.92,79.05,3.43,112.06,RECEIVED
SH8012600,POL0010915,C01,2026-04-17,2026-05-02,28,28,0,55.66,50.55,4.37,29.85,RECEIVED
SH8012601,POL0010916,C07,2025-03-12,2025-04-05,80,80,0,159.38,38.04,29.66,94.99,RECEIVED
SH8012602,POL0010917,C05,2026-03-18,2026-04-02,500,500,0,2133.13,2834.62,144.92,36.28,RECEIVED
SH8012603,POL0010918,C05,2026-01-07,2026-01-22,100,100,0,359.61,671.16,26.49,84.04,RECEIVED
SH8012604,POL0010919,C05,2026-05-11,2026-06-03,56,56,0,46.5,6.61,3.55,90.32,RECEIVED
SH8012605,POL0010920,C06,2025-02-09,2025-03-14,97,97,0,1611.12,1541.22,51.82,114.71,RECEIVED
SH8012606,POL0010921,C04,2026-02-26,2026-03-10,84,84,0,64.61,155.01,9.69,112.24,RECEIVED
SH8012607,POL0010922,C06,2026-04-24,2026-05-17,179,179,0,1768.04,2787.09,98.91,37.06,RECEIVED
SH8012608,POL0010923,C03,2025-12-04,2025-12-08,61,61,0,132.97,229.37,8.69,94.54,RECEIVED
SH8012609,POL0010923,C01,2025-12-05,2025-12-09,49,49,0,72.59,162.79,6.98,68.62,RECEIVED
SH8012610,POL0010924,C02,2025-08-15,2025-08-21,28,28,0,32.25,0.0,0.7,111.43,RECEIVED
SH8012611,POL0010924,C03,2025-08-16,2025-08-19,17,17,0,2.53,0.0,0.42,92.77,RECEIVED
SH8012612,POL0010925,C03,2025-07-26,2025-08-20,30,30,0,14.45,1.01,1.26,87.02,RECEIVED
SH8012613,POL0010925,C05,2025-08-04,2025-08-21,22,22,0,16.68,8.59,0.92,31.31,RECEIVED
SH8012614,POL0010926,C07,2026-03-30,2026-04-07,10,10,0,23.91,35.06,1.88,94.44,RECEIVED
SH8012615,POL0010927,C03,2025-03-26,2025-04-05,81,80,1,16.16,52.51,2.48,68.63,RECEIVED
SH8012616,POL0010928,C04,2025-12-20,2026-01-07,110,110,0,77.45,193.08,13.61,89.1,RECEIVED
SH8012617,POL0010929,C01,2026-04-30,2026-05-21,104,103,1,115.51,62.37,12.36,44.38,RECEIVED
SH8012618,POL0010930,C03,2026-01-11,2026-01-13,500,500,0,192.92,369.79,21.42,26.26,RECEIVED
SH8012619,POL0010931,C06,2025-10-24,2025-11-15,200,198,2,177.54,224.78,9.67,67.82,RECEIVED
SH8012620,POL0010932,C05,2025-08-03,2025-08-18,216,216,0,1381.68,1298.73,70.42,60.69,RECEIVED
SH8012621,POL0010933,C03,2026-02-16,2026-02-19,100,100,0,60.0,73.66,5.48,110.68,RECEIVED
SH8012622,POL0010934,C02,2025-05-21,2025-06-04,100,98,2,2916.51,1169.7,129.7,38.78,RECEIVED
SH8012623,POL0010935,C03,2025-03-12,2025-03-24,496,494,2,755.56,1145.57,102.28,102.04,RECEIVED
SH8012624,POL0010936,C03,2026-03-30,2026-04-16,50,50,0,67.5,210.78,10.57,55.08,RECEIVED
SH8012625,POL0010937,C04,2025-04-26,2025-05-14,69,69,0,278.31,445.28,15.77,80.45,RECEIVED
SH8012626,POL0010938,C01,2025-06-13,2025-07-11,100,100,0,223.25,514.49,27.64,76.49,RECEIVED
SH8012627,POL0010939,C04,2025-11-03,2025-11-15,12,12,0,8.43,20.2,0.74,62.67,RECEIVED
SH8012628,POL0010939,C07,2025-11-06,2025-11-17,8,8,0,5.9,0.34,0.49,29.16,RECEIVED
SH8012629,POL0010940,C06,2025-07-31,2025-08-14,28,28,0,89.28,37.84,3.28,115.08,RECEIVED
SH8012630,POL0010941,C06,2025-05-07,2025-06-11,97,97,0,68.78,70.85,4.66,55.66,RECEIVED
SH8012631,POL0010941,C03,2025-05-25,2025-06-12,45,45,0,16.81,18.67,2.16,26.38,RECEIVED
SH8012632,POL0010942,C07,2026-02-10,2026-02-12,64,64,0,72.38,0.0,4.61,27.42,RECEIVED
SH8012633,POL0010942,C07,2026-02-07,2026-02-10,42,42,0,58.37,0.0,3.02,81.97,RECEIVED
SH8012634,POL0010943,C07,2025-09-27,2025-09-30,38,38,0,7.57,17.75,0.94,47.75,RECEIVED
SH8012635,POL0010944,C05,2026-04-12,2026-04-24,100,100,0,247.22,222.6,28.05,29.2,RECEIVED
SH8012636,POL0010945,C02,2026-01-06,2026-01-18,55,55,0,61.35,67.73,4.4,89.87,RECEIVED
SH8012637,POL0010946,C07,2026-01-02,2026-02-01,29,29,0,155.47,16.26,8.41,73.03,RECEIVED
SH8012638,POL0010946,C07,2026-01-07,2026-02-01,24,24,0,59.33,10.52,6.96,32.52,RECEIVED
SH8012639,POL0010947,C05,2025-11-08,2025-11-12,286,286,0,2090.76,2421.48,136.09,28.5,RECEIVED
SH8012640,POL0010948,C06,2025-03-11,2025-04-03,500,495,5,21482.19,12891.7,551.23,115.42,RECEIVED
SH8012641,POL0010949,C03,2025-10-14,2025-11-04,106,106,0,119.14,25.75,9.29,19.8,RECEIVED
SH8012642,POL0010950,C05,2025-08-05,2025-08-19,500,500,0,889.7,426.53,56.38,97.4,RECEIVED
SH8012643,POL0010951,C07,2025-04-02,2025-04-29,305,303,2,414.09,306.8,29.27,57.23,RECEIVED
SH8012644,POL0010952,C01,2026-01-10,2026-01-24,75,75,0,41.65,7.64,3.56,110.9,RECEIVED
SH8012645,POL0010952,C02,2026-01-13,2026-01-25,112,112,0,173.16,69.74,5.31,38.23,RECEIVED
SH8012646,POL0010953,C06,2025-05-07,2025-05-09,143,143,0,396.01,320.23,10.88,56.48,RECEIVED
SH8012647,POL0010954,C05,2025-06-29,2025-07-02,32,32,0,27.7,55.83,3.38,16.85,RECEIVED
SH8012648,POL0010955,C06,2025-11-11,2025-12-04,52,52,0,123.26,59.51,3.24,93.09,RECEIVED
SH8012649,POL0010956,C05,2026-02-04,2026-02-20,500,500,0,1014.62,108.47,65.52,60.54,RECEIVED
SH8012650,POL0010957,C07,2026-04-03,2026-04-18,500,500,0,245.41,687.52,29.22,100.75,RECEIVED
SH8012651,POL0010958,C03,2025-11-19,2025-11-25,500,500,0,416.57,1070.39,47.26,67.67,RECEIVED
SH8012652,POL0010959,C04,2025-07-18,2025-08-12,241,234,7,74.4,79.66,8.51,55.35,RECEIVED
SH8012653,POL0010959,C01,2025-07-22,2025-08-13,204,204,0,84.65,92.07,7.42,24.04,RECEIVED
SH8012654,POL0010960,C07,2026-03-11,2026-04-09,85,85,0,393.09,221.58,19.77,48.06,RECEIVED
SH8012655,POL0010961,C03,2026-03-03,2026-03-28,199,191,8,109.36,301.59,13.25,102.88,RECEIVED
SH8012656,POL0010962,C02,2026-02-06,2026-03-01,90,90,0,249.49,373.61,15.16,17.14,RECEIVED
SH8012657,POL0010963,C04,2026-05-13,2026-06-06,31,31,0,302.05,396.73,19.55,32.42,RECEIVED
SH8012658,POL0010963,C04,2026-05-14,2026-06-07,41,41,0,198.07,252.34,25.86,86.6,RECEIVED
SH8012659,POL0010964,C02,2025-05-15,2025-05-29,65,65,0,549.07,297.43,16.2,104.58,RECEIVED
SH8012660,POL0010965,C03,2026-05-08,2026-06-10,154,154,0,46.65,82.28,3.21,25.03,RECEIVED
SH8012661,POL0010966,C01,2025-06-26,2025-07-06,246,246,0,568.74,652.04,31.41,109.15,RECEIVED
SH8012662,POL0010966,C03,2025-06-19,2025-07-04,254,254,0,461.78,595.28,32.43,26.51,RECEIVED
SH8012663,POL0010967,C05,2025-03-17,2025-04-03,100,100,0,49.75,33.25,4.38,22.0,RECEIVED
SH8012664,POL0010968,C07,2025-11-14,2025-11-24,176,176,0,450.06,345.63,26.44,40.28,RECEIVED
SH8012665,POL0010969,C04,2025-05-15,2025-06-06,100,100,0,381.51,106.73,34.36,75.83,RECEIVED
SH8012666,POL0010970,C04,2025-02-19,2025-03-02,133,133,0,121.82,39.71,6.15,34.52,RECEIVED
SH8012667,POL0010971,C06,2025-05-04,2025-05-18,74,74,0,178.19,108.17,7.55,62.15,RECEIVED
SH8012668,POL0010972,C02,2025-11-26,2025-12-05,189,189,0,320.7,37.05,7.96,117.58,RECEIVED
SH8012669,POL0010973,C06,2026-01-29,2026-02-24,121,121,0,627.77,280.61,24.75,96.86,RECEIVED
SH8012670,POL0010974,C01,2025-10-11,2025-11-04,143,143,0,262.18,585.0,27.11,116.24,RECEIVED
SH8012671,POL0010975,C03,2025-05-27,2025-05-29,109,107,2,175.07,191.41,10.99,75.18,RECEIVED
SH8012672,POL0010976,C04,2026-03-26,2026-04-17,500,500,0,649.09,1008.67,57.64,119.73,RECEIVED
SH8012673,POL0010977,C01,2025-04-14,2025-04-22,47,47,0,21.45,41.25,2.29,44.52,RECEIVED
SH8012674,POL0010978,C03,2026-01-16,2026-01-26,77,77,0,303.31,162.3,35.09,113.56,RECEIVED
SH8012675,POL0010979,C03,2025-03-17,2025-03-31,38,38,0,35.13,42.43,2.92,79.04,RECEIVED
SH8012676,POL0010980,C02,2025-03-29,2025-04-12,153,153,0,126.06,214.43,7.39,19.48,RECEIVED
SH8012677,POL0010981,C06,2026-05-01,2026-05-28,147,147,0,1332.53,621.26,55.23,80.39,RECEIVED
SH8012678,POL0010982,C05,2025-06-19,2025-06-28,500,500,0,576.6,1308.21,45.28,79.99,RECEIVED
SH8012679,POL0010983,C04,2025-03-07,2025-04-08,182,182,0,204.09,337.76,29.12,54.54,RECEIVED
SH8012680,POL0010984,C06,2025-05-09,2025-06-03,57,57,0,276.88,226.25,13.62,95.17,RECEIVED
SH8012681,POL0010984,C03,2025-05-21,2025-06-05,66,66,0,205.69,351.55,15.77,22.1,RECEIVED
SH8012682,POL0010985,C07,2025-11-03,2025-11-06,97,97,0,66.37,0.0,4.88,75.19,RECEIVED
SH8012683,POL0010986,C01,2025-05-08,2025-05-23,88,88,0,239.57,472.21,25.63,41.27,RECEIVED
SH8012684,POL0010987,C02,2025-11-21,2025-12-20,87,87,0,454.13,259.15,12.73,68.86,RECEIVED
SH8012685,POL0010988,C07,2026-01-29,2026-02-14,56,56,0,17.72,21.72,2.66,58.34,RECEIVED
SH8012686,POL0010989,C07,2025-09-06,2025-09-30,50,50,0,81.48,111.65,4.35,26.09,RECEIVED
SH8012687,POL0010990,C06,2025-12-24,2026-01-12,235,235,0,8111.26,6262.91,331.83,85.25,RECEIVED
SH8012688,POL0010991,C01,2026-02-14,2026-02-20,131,131,0,1536.6,3951.52,179.57,36.46,RECEIVED
SH8012689,POL0010992,C05,2026-02-19,2026-03-02,500,500,0,360.36,504.11,42.94,36.69,RECEIVED
SH8012690,POL0010993,C05,2026-03-19,2026-04-09,114,113,1,101.43,33.9,5.34,49.96,RECEIVED
SH8012691,POL0010994,C06,2025-02-21,2025-02-23,46,46,0,1817.6,0.0,48.04,62.76,RECEIVED
SH8012692,POL0010994,C02,2025-02-21,2025-02-23,40,40,0,1270.19,0.0,41.77,56.96,RECEIVED
SH8012693,POL0010995,C02,2025-09-17,2025-09-19,53,53,0,278.58,0.0,6.99,103.94,RECEIVED
SH8012694,POL0010996,C07,2026-02-01,2026-02-24,64,63,1,98.7,121.47,5.45,115.96,RECEIVED
SH8012695,POL0010997,C05,2025-10-28,2025-11-13,183,183,0,269.12,417.36,17.08,119.45,RECEIVED
SH8012696,POL0010998,C07,2025-08-10,2025-08-24,500,494,6,1495.62,2306.43,164.01,67.73,RECEIVED
SH8012697,POL0010999,C05,2026-02-21,2026-02-26,217,213,4,384.87,1079.09,42.0,60.57,RECEIVED
SH8012698,POL0010999,C07,2026-02-19,2026-02-26,283,283,0,919.91,1589.82,55.8,38.47,RECEIVED
SH8012699,POL0011000,C06,2025-06-04,2025-06-07,100,100,0,461.75,365.99,13.47,111.41,RECEIVED
SH8012700,POL0011001,C04,2025-12-15,2025-12-18,21,21,0,85.36,0.0,6.61,67.72,RECEIVED
SH8012701,POL0011001,C05,2025-12-15,2025-12-18,29,29,0,137.79,0.0,9.13,97.96,RECEIVED
SH8012702,POL0011002,C02,2025-08-12,2025-09-02,181,181,0,212.09,25.19,4.45,70.2,RECEIVED
SH8012703,POL0011003,C05,2025-02-13,2025-02-17,500,500,0,479.02,0.0,35.96,110.83,RECEIVED
SH8012704,POL0011004,C01,2025-04-04,2025-04-18,278,278,0,125.4,296.17,11.99,29.85,RECEIVED
SH8012705,POL0011004,C04,2025-03-23,2025-04-19,222,222,0,53.83,285.8,9.57,70.52,RECEIVED
SH8012706,POL0011005,C02,2025-05-10,2025-05-22,100,98,2,605.25,166.24,37.57,31.93,RECEIVED
SH8012707,POL0011006,C06,2025-04-20,2025-04-25,294,294,0,1216.27,0.0,26.72,71.79,RECEIVED
SH8012708,POL0011006,C01,2025-04-19,2025-04-25,206,206,0,138.16,0.0,18.72,60.65,RECEIVED
SH8012709,POL0011007,C07,2025-12-10,2026-01-11,67,67,0,212.23,302.31,25.65,86.78,RECEIVED
SH8012710,POL0011008,C05,2025-07-28,2025-08-05,424,424,0,649.13,1058.21,54.26,105.29,RECEIVED
SH8012711,POL0011009,C05,2026-02-08,2026-02-19,500,473,27,1106.21,1304.1,59.94,62.74,RECEIVED
SH8012712,POL0011010,C01,2025-02-27,2025-03-28,390,390,0,457.28,1896.92,67.88,29.0,RECEIVED
SH8012713,POL0011011,C01,2025-12-09,2025-12-23,211,211,0,467.29,282.4,27.03,99.34,RECEIVED
SH8012714,POL0011011,C04,2025-12-08,2025-12-23,289,283,6,426.2,455.52,36.26,68.95,RECEIVED
SH8012715,POL0011012,C02,2025-10-07,2025-10-27,32,32,0,51.95,23.28,1.77,71.17,RECEIVED
SH8012716,POL0011013,C01,2025-12-18,2025-12-24,287,287,0,146.97,0.0,9.84,111.68,RECEIVED
SH8012717,POL0011014,C01,2025-09-26,2025-10-08,271,271,0,1234.84,1855.31,75.86,61.67,RECEIVED
SH8012718,POL0011015,C06,2025-04-21,2025-05-09,129,129,0,171.07,48.27,5.32,108.37,RECEIVED
SH8012719,POL0011016,C06,2026-04-15,2026-05-01,108,108,0,1116.77,128.91,46.33,102.99,RECEIVED
SH8012720,POL0011017,C07,2025-12-03,2025-12-21,51,51,0,380.81,185.25,19.23,72.86,RECEIVED
SH8012721,POL0011018,C03,2025-05-25,2025-06-22,100,100,0,161.97,476.48,27.9,63.82,RECEIVED
SH8012722,POL0011019,C06,2025-08-09,2025-08-18,135,135,0,831.64,74.8,24.21,59.9,RECEIVED
SH8012723,POL0011020,C02,2026-02-04,2026-02-23,139,139,0,1079.81,694.43,23.56,89.09,RECEIVED
SH8012724,POL0011021,C03,2026-03-30,2026-04-14,500,500,0,1199.14,1657.72,66.76,21.56,RECEIVED
SH8012725,POL0011022,C05,2025-03-23,2025-03-26,242,242,0,2943.81,1555.26,159.87,106.83,RECEIVED
SH8012726,POL0011023,C02,2026-04-21,2026-05-06,72,72,0,758.62,476.64,22.99,100.97,RECEIVED
SH8012727,POL0011024,C02,2026-03-09,2026-03-27,206,206,0,1001.71,918.0,33.32,94.77,RECEIVED
SH8012728,POL0011024,C06,2026-02-28,2026-03-29,208,203,5,524.33,18.37,32.84,49.17,RECEIVED
SH8012729,POL0011025,C06,2025-06-14,2025-06-18,210,210,0,1119.14,0.0,23.37,71.78,RECEIVED
SH8012730,POL0011026,C05,2026-01-02,2026-01-18,131,131,0,181.18,644.3,22.04,46.05,RECEIVED
SH8012731,POL0011027,C04,2026-04-12,2026-04-29,78,78,0,80.56,67.09,5.07,34.56,RECEIVED
SH8012732,POL0011027,C03,2026-04-09,2026-04-30,68,68,0,52.24,131.07,4.42,18.26,RECEIVED
SH8012733,POL0011028,C02,2025-07-31,2025-08-23,549,549,0,1740.18,831.59,43.15,114.35,RECEIVED
SH8012734,POL0011029,C05,2025-08-20,2025-08-28,500,500,0,473.56,363.58,47.66,76.37,RECEIVED
SH8012735,POL0011030,C04,2026-05-09,2026-05-28,31,31,0,23.55,34.75,3.33,52.01,RECEIVED
SH8012736,POL0011030,C01,2026-04-26,2026-05-10,23,23,0,26.91,64.69,2.47,64.77,RECEIVED
SH8012737,POL0011031,C01,2025-10-18,2025-11-13,50,50,0,54.82,80.4,4.15,118.08,RECEIVED
SH8012738,POL0011032,C01,2025-08-05,2025-08-19,68,68,0,104.03,201.42,10.71,104.76,RECEIVED
SH8012739,POL0011033,C04,2025-04-06,2025-04-11,45,45,0,34.78,27.62,3.38,43.55,RECEIVED
SH8012740,POL0011034,C07,2025-11-05,2025-11-14,156,154,2,413.9,493.25,41.03,113.3,RECEIVED
SH8012741,POL0011035,C05,2025-10-26,2025-10-28,45,45,0,53.24,68.4,3.3,48.67,RECEIVED
SH8012742,POL0011036,C04,2026-04-10,2026-04-21,211,202,9,169.19,104.85,18.16,16.44,RECEIVED
SH8012743,POL0011037,C07,2025-06-15,2025-07-15,22,22,0,33.45,34.3,4.46,68.01,RECEIVED
SH8012744,POL0011037,C01,2025-07-01,2025-07-16,28,28,0,112.74,84.19,5.68,49.5,RECEIVED
SH8012745,POL0011038,C05,2025-09-27,2025-10-06,600,600,0,5395.01,11285.34,399.53,47.78,RECEIVED
SH8012746,POL0011039,C01,2025-04-20,2025-04-22,146,145,1,55.02,28.76,3.89,74.88,RECEIVED
SH8012747,POL0011040,C06,2025-05-12,2025-05-24,173,173,0,261.54,194.64,7.8,42.39,RECEIVED
SH8012748,POL0011041,C06,2025-11-12,2025-11-18,100,100,0,506.16,36.36,22.34,40.14,RECEIVED
SH8012749,POL0011042,C06,2025-06-12,2025-06-29,100,99,1,1028.42,758.29,27.21,25.13,RECEIVED
SH8012750,POL0011043,C05,2025-05-01,2025-05-08,100,98,2,81.12,0.0,6.3,100.83,RECEIVED
SH8012751,POL0011044,C01,2025-06-20,2025-07-14,500,497,3,1042.46,1535.89,62.16,18.4,RECEIVED
SH8012752,POL0011045,C06,2026-01-29,2026-02-07,40,39,1,256.29,254.14,12.45,85.52,RECEIVED
SH8012753,POL0011046,C06,2025-05-15,2025-05-29,118,118,0,165.09,208.18,9.05,31.89,RECEIVED
SH8012754,POL0011047,C04,2025-03-09,2025-04-08,111,110,1,388.73,236.82,20.31,56.17,RECEIVED
SH8012755,POL0011048,C01,2025-06-11,2025-07-02,100,100,0,46.12,84.76,7.94,81.76,RECEIVED
